auprc,auroc,sensitivity,specificity,flagged_fraction,retained_P14_mean_dice,retained_P14_failure_rate_lt_.10,flagged_P14_failure_rate_lt_.10,flagged_catastrophic_prevalence,retained_catastrophic_prevalence
0.4175418381013745,0.6367624479052424,0.8723404255319149,0.3917525773195876,0.6944444444444444,0.6445660548443128,0.18181818181818182,0.4,0.41,0.13636363636363635
0.4000407943881964,0.5730007336757154,0.8723404255319149,0.3563218390804598,0.7238805970149254,0.6840076868568715,0.16216216216216217,0.3711340206185567,0.422680412371134,0.16216216216216217
0.3066009887299127,0.603735144312394,0.8709677419354839,0.3263157894736842,0.7222222222222222,0.6414017218524233,0.2571428571428571,0.43956043956043955,0.2967032967032967,0.11428571428571428
0.34553475411306195,0.6027602760276028,0.7272727272727273,0.33663366336633666,0.6791044776119403,0.6826607666653995,0.13953488372093023,0.45054945054945056,0.26373626373626374,0.20930232558139536
0.3606543594716841,0.5695382882882883,0.7297297297297297,0.34375,0.6766917293233082,0.5940066207644369,0.23255813953488372,0.43333333333333335,0.3,0.23255813953488372
0.41614568498550875,0.5454250486696951,0.782608695652174,0.34328358208955223,0.7079646017699115,0.6537893619073274,0.09090909090909091,0.3875,0.45,0.30303030303030304
0.44828374669079174,0.5809190809190808,0.7692307692307693,0.37662337662337664,0.6821705426356589,0.6884006410680619,0.17073170731707318,0.3977272727272727,0.45454545454545453,0.2926829268292683
0.4300712121069742,0.6194342587742274,0.7608695652173914,0.4457831325301205,0.627906976744186,0.6953342502351715,0.08333333333333333,0.43209876543209874,0.43209876543209874,0.22916666666666666
0.3282729990972567,0.5729548229548229,0.7222222222222222,0.3626373626373626,0.6614173228346457,0.6460224366962805,0.18604651162790697,0.4166666666666667,0.30952380952380953,0.23255813953488372
0.4467366918095831,0.6235897435897435,0.88,0.3974358974358974,0.7109375,0.6757700827215235,0.13513513513513514,0.2967032967032967,0.4835164835164835,0.16216216216216217
0.3581722987231319,0.5901679841897233,0.8181818181818182,0.41304347826086957,0.6617647058823529,0.6967233157413395,0.13043478260869565,0.3888888888888889,0.4,0.17391304347826086
0.345985259894564,0.625462962962963,0.875,0.4351851851851852,0.6486486486486487,0.6359422707479969,0.19230769230769232,0.3333333333333333,0.3645833333333333,0.09615384615384616
0.3965292346662719,0.6157880933648046,0.7560975609756098,0.3333333333333333,0.6940298507462687,0.5618593112470347,0.24390243902439024,0.3978494623655914,0.3333333333333333,0.24390243902439024
0.4214529332997836,0.5650632911392405,0.84,0.379746835443038,0.7054263565891473,0.5630883054098563,0.2631578947368421,0.4175824175824176,0.46153846153846156,0.21052631578947367
0.3389390062202623,0.6095238095238095,0.825,0.4095238095238095,0.6551724137931034,0.7038898759250322,0.08,0.37894736842105264,0.3473684210526316,0.14
0.3872604157656766,0.5628192032686414,0.8409090909090909,0.3258426966292135,0.7293233082706767,0.6203164934943777,0.1388888888888889,0.4639175257731959,0.38144329896907214,0.19444444444444445
0.3694838429989938,0.6126404494382023,0.875,0.43820224719101125,0.6589147286821705,0.6872843683849833,0.1590909090909091,0.35294117647058826,0.4117647058823529,0.11363636363636363
